state,fips,district,Income (In 2011 Inflation-Adjusted Dollars):Median Household Income,Income (In 2011 Inflation-Adjusted Dollars):Median Household IncomeMOE,Housing Occupancy:Occupied Housing Units,Housing Occupancy:Occupied Housing UnitsMOE,Housing Occupancy:Total Housing Units,Housing Occupancy:Total Housing UnitsMOE,Housing Occupancy:Vacant Housing Units,Housing Occupancy:Vacant Housing UnitsMOE,Age:10 to 14 years,Age:10 to 14 yearsMOE,Age:15 to 19 years,Age:15 to 19 yearsMOE,Age:20 to 24 years,Age:20 to 24 yearsMOE,Age:25 to 34 years,Age:25 to 34 yearsMOE,Age:35 to 44 years,Age:35 to 44 yearsMOE,Age:45 to 54 years,Age:45 to 54 yearsMOE,Age:5 to 9 years,Age:5 to 9 yearsMOE,Age:55 to 59 years,Age:55 to 59 yearsMOE,Age:60 to 64 years,Age:60 to 64 yearsMOE,Age:65 years and over,Age:65 years and overMOE,Age:Total Population,Age:Total PopulationMOE,Age:Under 5 years,Age:Under 5 yearsMOE,Veteran Status:Civilian Population 18 Years and Over,Veteran Status:Civilian Population 18 Years and OverMOE,Veteran Status:Civilian Veterans,Veteran Status:Civilian VeteransMOE,Sex:Female,Sex:FemaleMOE,Sex:Male,Sex:MaleMOE,Sex:Total Population,Sex:Total PopulationMOE,Educational Attainment:9th to 12th Grade No Diploma,Educational Attainment:9th to 12th Grade No DiplomaMOE,Educational Attainment:Associate's Degree,Educational Attainment:Associate's DegreeMOE,Educational Attainment:Bachelor's Degree,Educational Attainment:Bachelor's DegreeMOE,Educational Attainment:Graduate or Professional Degree,Educational Attainment:Graduate or Professional DegreeMOE,Educational Attainment:High School Graduate (Includes Equivalency),Educational Attainment:High School Graduate (Includes Equivalency)MOE,Educational Attainment:Less than 9th Grade,Educational Attainment:Less than 9th GradeMOE,Educational Attainment:Percent Bachelor's Degree or Higher,Educational Attainment:Percent Bachelor's Degree or HigherMOE,Educational Attainment:Percent High School Graduate or Higher,Educational Attainment:Percent High School Graduate or HigherMOE,Educational Attainment:Population 25 Years and Over,Educational Attainment:Population 25 Years and OverMOE,Educational Attainment:Some College No Degree,Educational Attainment:Some College No DegreeMOE,Race:American Indian and Alaska Native,Race:American Indian and Alaska NativeMOE,Race:Asian,Race:AsianMOE,Race:Black or African American,Race:Black or African AmericanMOE,Race:Native Hawaiian and Other Pacific Islander,Race:Native Hawaiian and Other Pacific IslanderMOE,Race:One Race,Race:One RaceMOE,Race:Some Other Race,Race:Some Other RaceMOE,Race:Total Population,Race:Total PopulationMOE,Race:Two or More Races,Race:Two or More RacesMOE,Race:White,Race:WhiteMOE,Hispanic or Latino Origin:Hispanic or Latino (of any race),Hispanic or Latino Origin:Hispanic or Latino (of any race)MOE,Hispanic or Latino Origin:Not Hispanic or Latino,Hispanic or Latino Origin:Not Hispanic or LatinoMOE,Hispanic or Latino Origin:Total Population,Hispanic or Latino Origin:Total PopulationMOE,Housing Tenure:Occupied Housing Units,Housing Tenure:Occupied Housing UnitsMOE,Housing Tenure:Owner-Occupied Housing Units,Housing Tenure:Owner-Occupied Housing UnitsMOE,Housing Tenure:Renter-Occupied Housing Units,Housing Tenure:Renter-Occupied Housing UnitsMOE,Population:Total Population,Population:Total PopulationMOE
Texas,48,28,39603,1928,203814,5301,235109,5547,31295,3744,65887,4837,62320,3941,46426,3157,86878,4490,99792,4984,81856,4245,64022,4354,33032,2811,32361,3197,72480,4015,710260,18685,65206,4296,473984,12148,44472,4111,361007,10346,349253,10016,710260,18685,49414,5134,26163,3089,43969,4897,18862,3029,101139,6470,77522,5017,15.5,1.4,68.8,1.6,406399,10367,89330,6251,3806,2724,6273,1247,29596,5285,0,218,696268,18303,37508,7063,710260,18685,13992,3682,619085,17921,556747,16738,153513,10105,710260,18685,203814,5301,141537,5857,62277,4907,710260,18685
Texas,48,29,36490,1241,205836,5233,235595,5777,29759,3240,57885,4718,59366,5077,60187,4384,109204,6026,93742,6489,91543,5297,67152,4343,34090,3692,24210,2830,53165,3787,718379,20463,67835,4926,491077,14022,23445,2583,356579,12357,361800,11518,718379,20463,70785,5979,16251,2456,26423,3174,10612,1701,117889,7540,97797,6240,9.1,0.9,58.5,1.7,405954,11112,66197,5115,4152,2199,11772,3582,70355,8318,163,276,711060,20656,134396,13252,718379,20463,7319,2087,490222,20268,548590,20763,169789,10029,718379,20463,205836,5233,111364,4263,94472,4305,718379,20463
Texas,48,30,40107,1537,238809,6383,269469,5801,30660,3228,52228,4427,53852,3967,54293,4045,97841,6165,98695,4647,93995,5120,54052,5370,37350,3095,32692,3141,64376,3651,694383,18827,55009,4610,501732,12267,31986,2904,353030,10514,341353,10586,694383,18827,57036,4176,23052,3130,58254,4303,25590,2819,115871,5733,49381,4405,19.7,1.3,75,1.3,424949,10368,95765,6275,2514,1136,12973,3712,309590,11102,58,146,684430,18783,74882,10747,694383,18827,9953,2615,284413,13964,248035,17316,446348,11382,694383,18827,238809,6383,131815,4489,106994,4877,694383,18827
Texas,48,31,58960,2924,248288,4902,285200,2374,36912,4711,50650,4406,48165,2174,49202,3309,110003,2669,110423,3204,94208,2197,63065,4887,34634,2956,36279,3172,68055,1105,721698,7300,57014,1754,506558,5159,79098,4537,367483,3955,354215,4908,721698,7300,23554,3485,38882,4755,98981,6474,48443,4961,110493,6071,18871,2869,32.5,1.8,90.6,0.8,453602,4228,114378,6825,3443,1502,32074,2150,80760,5353,937,856,694336,8461,21388,4527,721698,7300,27362,4501,555734,7830,166907,4549,554791,6569,721698,7300,248288,4902,155153,5365,93135,5621,721698,7300
Texas,48,32,61356,1535,264009,5882,292556,6607,28547,3369,47623,4219,50725,4057,51393,3820,108161,6552,106296,5376,98262,4809,55668,4565,37806,3159,36211,3364,68841,3934,711796,14424,50810,4519,524675,10698,33404,2720,359889,9119,351907,9053,711796,14424,34839,4305,26931,3100,115771,5639,66078,4148,83111,5256,33326,4147,39.9,1.2,85,1.2,455577,10173,95521,5109,1405,709,50040,6160,77686,7827,1403,625,681712,14999,105435,13743,711796,14424,30084,4880,445743,14065,201143,15082,510653,12777,711796,14424,264009,5882,152610,4652,111399,5206,711796,14424
Texas,48,33,32316,975,213357,5981,239749,5847,26392,2724,56557,4324,54516,3868,54459,4568,115398,6143,98169,6422,84969,4997,64020,4501,32782,2578,26323,2816,52254,3047,710945,23184,71498,5404,486953,14874,21304,2136,346516,12489,364429,13380,710945,23184,75486,5865,13716,1777,24016,2516,10250,1556,118943,6471,99033,6768,8.4,0.7,57.4,1.8,409895,11573,68451,4592,3355,1610,18226,4597,110690,7369,329,406,699168,22663,105797,10408,710945,23184,11777,2514,460771,22055,461862,21966,249083,10465,710945,23184,213357,5981,106947,4228,106410,5348,710945,23184
Texas,48,34,32333,1195,205591,4417,251253,3626,45662,3625,61018,3722,56324,2635,46602,2486,91642,3312,87634,3269,81156,2922,62971,3875,36930,2301,33879,2449,84908,2376,702624,9592,59560,2841,484263,6662,33529,2656,359785,5155,342839,6419,702624,9592,56472,4602,23814,2729,39370,3374,16406,1773,112576,4855,90816,4751,13.4,0.9,64.6,1.3,416149,5908,76695,4437,1731,895,3859,878,10372,1369,45,77,694042,9656,48811,6608,702624,9592,8582,2174,629224,10893,580270,9395,122354,3201,702624,9592,205591,4417,139533,4062,66058,3506,702624,9592
Texas,48,35,36792,1315,241934,6827,271147,6186,29213,3330,50754,4831,56541,5098,71163,5567,115843,6648,97074,5634,89603,4986,55298,4695,35877,4114,32629,3313,60070,4617,724271,20800,59419,4135,524628,14612,40098,3591,359577,12217,364694,11620,724271,20800,56011,5720,27953,3421,46918,4150,17763,2314,122664,6293,63216,5874,15,1,72.3,1.7,431096,12460,96571,5836,4341,2237,11438,2675,69767,7450,807,701,706874,20863,157276,15512,724271,20800,17397,3300,463245,20160,463874,20824,260397,12114,724271,20800,241934,6827,124867,6030,117067,5843,724271,20800
Texas,48,36,50790,1839,251269,5289,290601,4865,39332,3224,55020,4249,49830,3454,40579,3133,94585,5040,93680,4265,102367,4974,52776,4012,49434,2836,39884,3414,84828,2888,712433,13364,49450,3614,522793,9041,51779,3097,355854,7671,356579,8428,712433,13364,51214,4008,32503,2616,55639,4783,26601,2961,151914,6877,30035,3389,17.7,1.1,82.5,1.2,464778,8726,116872,5750,5008,1048,16707,3964,72262,5838,469,630,700720,13032,45268,8171,712433,13364,11713,3821,561006,15216,163423,9547,549010,11084,712433,13364,251269,5289,184929,4958,66340,3936,712433,13364
Utah,49,01,56973,1355,224758,2669,261782,2176,37024,2521,58621,2816,53715,2007,54901,2040,107464,2815,86263,2715,79417,2354,66142,3287,36830,2103,29319,2406,59991,1686,699943,3527,67280,1685,471949,3195,45875,2902,346210,2762,353733,2583,699943,3527,25665,2726,36440,3266,76610,3916,35129,3738,102398,4291,12300,2307,28,1,90.5,0.8,399284,3384,110742,4246,6349,1264,8678,1581,8096,1821,1816,1023,681660,4777,37019,5135,699943,3527,18283,2878,619702,6122,80740,3321,619203,4576,699943,3527,224758,2669,166729,3273,58029,3031,699943,3527
Utah,49,02,49178,2018,232252,4057,268815,3318,36563,3273,54505,4134,56019,2810,52324,3604,109806,4284,87230,4057,78011,3449,63540,4368,35263,3299,30068,2928,78670,2817,705688,10286,60252,2875,494793,7189,39713,2259,349087,6035,356601,6480,705688,10286,29656,3730,32838,2726,77366,4116,45211,3338,104537,5798,17334,2793,29.3,1.2,88.8,1.1,419048,6892,112106,4859,8923,1989,15825,2654,10021,2626,10211,2870,688561,10665,29505,5846,705688,10286,17127,3212,614076,10920,102613,7701,603075,8663,705688,10286,232252,4057,152045,3852,80207,4310,705688,10286
Utah,49,03,59687,1726,208072,3668,229145,3814,21073,2418,64212,3158,63551,2971,75168,3257,101253,4250,81216,3773,72351,3630,60961,3604,32617,2670,28124,2542,63160,2766,708809,9082,66196,2744,483349,6905,29518,2129,355217,4894,353592,6427,708809,9082,19020,2213,37889,3070,88305,4325,44923,2922,73216,4482,7328,1560,35.2,1.3,93,0.7,378721,5251,108040,5451,11601,1453,12257,2045,4874,1224,5039,2146,692197,9534,15388,4457,708809,9082,16612,3198,643038,9825,75254,3792,633555,9562,708809,9082,208072,3668,141995,3549,66077,3459,708809,9082
Utah,49,04,57124,1660,219171,3689,233383,3826,14212,2272,60712,4652,48539,3502,52326,4298,123355,5314,92658,4479,75425,3430,61020,4029,34939,2786,28735,2571,56503,2969,702782,13369,68570,4088,480756,8818,31700,2619,349069,7403,353713,8501,702782,13369,30143,3029,41200,3434,80702,5024,30320,2800,101400,5941,13818,2413,27,1.3,89.3,1,411615,7036,114032,5735,4922,2044,19919,3279,9533,2176,10143,3498,685446,12866,30876,6369,702782,13369,17336,3264,610053,11890,114306,7130,588476,12611,702782,13369,219171,3689,152730,4347,66441,4215,702782,13369
Vermont,50,00,52776,1420,257358,2656,324385,95,67027,2648,38389,1754,45050,1125,44887,903,70364,865,77416,1225,99748,764,32680,1718,50449,1795,43034,1893,93641,480,626431,0,30773,692,499809,911,51373,2156,318038,1059,308393,1059,626431,0,23846,1900,36468,2396,93188,3633,60702,3246,131219,4016,11981,1121,35.4,1,91.8,0.5,434652,1212,77248,3540,2140,607,7733,983,5194,937,245,186,612792,1462,1227,792,626431,0,13639,1462,596253,999,9134,432,617297,432,626431,0,257358,2656,183452,2866,73906,2835,626431,0
Virginia,51,01,74283,2497,262627,4678,298096,3970,35469,3424,52165,4210,51948,2396,48190,3368,94799,4265,100639,4997,114375,4025,52198,4350,46040,3539,41784,3468,93200,3195,743824,12247,48486,2767,542839,8343,87644,5121,377070,7643,366754,7470,743824,12247,30246,3117,37849,4050,100624,5682,66335,4316,132297,6083,16900,2469,34,1.4,90.4,0.8,490837,7236,106586,5829,3243,1167,25241,3492,129842,5934,799,629,724579,12719,22601,5841,743824,12247,19245,3690,542853,12206,70928,7412,672896,10185,743824,12247,262627,4678,191378,4484,71249,4103,743824,12247
Virginia,51,02,60101,1649,266532,3722,302721,2839,36189,3178,44756,2488,48023,2959,63774,3398,108556,2895,87785,2681,101163,2341,43637,2641,42395,3242,39705,2776,85224,2078,710769,10166,45751,2016,517144,7214,102323,4442,360236,5392,350533,6263,710769,10166,25468,2765,45260,3677,90780,4872,54088,3218,114958,5482,11564,1766,31.2,1.2,92,0.7,464828,5264,122710,5340,3032,1001,35647,1840,155466,6726,443,388,686008,10152,9058,2406,710769,10166,24761,3284,482362,6878,51606,3143,659163,9167,710769,10166,266532,3722,169528,3900,97004,4196,710769,10166
Virginia,51,03,40304,1173,277518,5158,322329,4095,44811,3453,44139,3188,51519,3077,83100,3665,116977,3424,85743,3176,99810,3315,45161,3282,44594,2789,39764,2501,81973,2645,744369,13494,51589,2045,553919,9921,69918,4314,384020,7347,360349,7975,744369,13494,56642,4081,30771,2718,63097,3608,37120,2656,141462,6128,25735,2775,21.4,0.9,82.4,1,468861,7629,114034,4720,1975,573,15213,2211,425508,9922,808,726,719802,13573,9993,3167,744369,13494,24567,3811,266305,8184,38489,3486,705880,12957,744369,13494,277518,5158,142012,4073,135506,4793,744369,13494
Virginia,51,04,59061,1992,253470,4848,286551,3964,33081,3411,52375,3316,51698,3184,48618,2596,90063,3617,103677,3717,116932,3619,51685,3560,48412,2616,42341,2730,87335,2407,736977,8648,43841,2129,548355,6505,71772,3943,368599,5674,368378,5666,736977,8648,45682,3215,36661,3375,76649,4786,41798,2964,152232,6184,23891,2725,24.2,1.1,85.8,0.9,488760,6273,111847,5388,2457,1008,15365,2599,231055,6674,1117,1012,716925,8930,7775,1949,736977,8648,20052,3243,459156,7453,34538,2124,702439,8143,736977,8648,253470,4848,182648,5437,70822,4760,736977,8648
Virginia,51,05,48187,1626,278750,4861,343029,3674,64279,4597,44046,2575,53988,3067,52104,3917,77641,3610,88013,4142,105074,3458,38936,2900,53161,2641,52885,2917,121323,2589,726376,6916,39205,2125,576603,5641,60618,3651,374864,4977,351512,6236,726376,6916,48260,3866,35201,3005,73486,4069,55175,3033,156410,5138,34391,3117,25.8,0.9,83.4,1,498097,5487,95174,4329,1476,1143,10417,1542,152356,5340,78,141,714564,6996,5274,1208,726376,6916,11812,2466,544963,6652,21317,1813,705059,7282,726376,6916,278750,4861,202796,4476,75954,3987,726376,6916
Virginia,51,06,46350,1544,282703,4668,325944,3267,43241,4225,44423,2242,58318,2686,60575,3728,84872,3363,91192,3572,103437,2927,40882,2955,49640,2235,45650,2507,115032,2750,734204,6412,40183,2393,580648,4997,56863,3013,378853,3681,355351,4962,734204,6412,47811,3832,33220,2966,77233,4512,41339,3093,166225,5480,28869,2747,24.2,1,84.3,0.9,489823,4735,95126,4816,1019,475,12313,1596,84185,5083,335,332,718123,7138,5705,1925,734204,6412,16081,3074,614566,6662,28718,2057,705486,6543,734204,6412,282703,4668,194786,4874,87917,4349,734204,6412
Virginia,51,07,68596,2517,274284,4563,300417,4010,26133,3843,50780,3292,50069,3358,42941,3236,88989,3817,99544,3227,121215,3894,46852,3691,46377,3081,46859,3207,95449,3374,733911,12742,44836,2492,557511,8954,63594,4051,379623,7265,354288,7098,733911,12742,29279,3079,32025,2926,123556,5491,71648,4086,121960,5479,16224,2158,39.2,1.3,90.9,0.8,498433,7423,103741,5769,2516,749,29970,2856,106240,8530,373,292,717065,12424,11082,3245,733911,12742,16846,3313,566884,10036,36728,3687,697183,12311,733911,12742,274284,4563,202230,4772,72054,4273,733911,12742
Virginia,51,08,91027,2384,295156,5162,326545,3547,31389,4111,35349,4090,36094,3124,43751,2814,154142,5750,124919,4072,100522,3538,46076,3461,44073,2765,34403,2613,70788,3393,742531,13590,52414,2855,573989,9418,47675,3140,377227,6892,365304,8546,742531,13590,22915,3439,25310,3330,157369,6826,158654,6406,70462,5604,25928,5268,59.8,1.6,90.8,1.1,528847,8447,68209,5411,2572,1217,81961,6501,105896,5468,321,345,712292,14201,49171,8063,742531,13590,30239,5389,472371,11018,133826,10527,608705,11559,742531,13590,295156,5162,154636,4823,140520,5735,742531,13590
Virginia,51,09,36634,1111,288861,4863,343867,2394,55006,4051,38176,2230,52538,2938,58571,2533,78073,2948,91391,2450,105772,2487,38755,2609,51046,2637,51736,2726,122525,2279,725764,5475,37181,1760,586973,4109,55191,3305,365126,3881,360638,4061,725764,5475,53878,3343,43332,3453,57130,3717,35257,3416,170101,5994,41574,3015,18.5,0.9,80.9,0.9,500543,4742,99271,4664,1404,1218,8617,1855,42530,3277,0,210,718220,5454,2655,1243,725764,5475,7544,1354,663014,5119,12096,1941,713668,5662,725764,5475,288861,4863,203962,5103,84899,3617,725764,5475
Virginia,51,10,109505,3643,248377,3999,262768,3685,14391,3233,62407,4635,54165,3694,35975,3165,84713,4734,124182,4446,123541,4482,60221,4232,48935,3328,37909,3271,65138,3533,750886,14270,53700,3139,536435,9479,57528,3952,374835,7812,376051,8170,750886,14270,18623,2578,32858,3748,139424,7577,111190,6271,80929,5449,17798,3050,51.7,1.5,92.5,0.8,484418,8714,83596,5782,1777,766,88795,7902,56189,6013,111,140,721612,13941,21869,6873,750886,14270,29274,7166,552871,11828,91493,7022,659393,12973,750886,14270,248377,3999,196268,4566,52109,3613,750886,14270
Virginia,51,11,100146,2864,262372,5015,275534,4456,13162,2389,47622,4188,45649,2812,46326,2930,124071,5509,111052,5168,110704,5321,50769,4066,43693,3653,43529,3597,72348,3920,746993,16203,51230,3352,562899,10905,61631,4849,377372,9002,369621,9595,746993,16203,18834,3259,28098,3048,151877,8078,119665,5722,81577,6236,18376,3181,53.7,1.5,92.6,0.9,505397,9865,86970,6400,2903,1873,131703,8913,92185,8576,699,441,706668,15786,28781,5915,746993,16203,40325,7288,450397,14983,129054,9954,617939,15741,746993,16203,262372,5015,173351,5641,89021,5321,746993,16203
Washington,53,01,77382,2505,256919,5166,283754,5661,26835,3554,45456,3453,47012,3984,35353,3492,90534,5321,103394,5143,108265,5327,49291,2849,46610,2917,41228,3058,78813,4448,686848,10774,40892,3041,519696,8922,49166,3232,342020,6469,344828,7172,686848,10774,22417,2990,46040,3863,118547,5853,63495,4035,95107,5650,12319,2393,38.8,1.2,92.6,0.8,468844,8784,110919,5606,7119,1658,61734,6292,7660,2094,985,1053,659029,11132,13901,4307,686848,10774,27819,3651,567630,11859,55596,7338,631252,12687,686848,10774,256919,5166,186745,5280,70174,3920,686848,10774
Washington,53,02,54964,2043,268752,5116,299879,4472,31127,2841,40114,3092,42988,3150,57467,3016,98576,4948,86286,3721,97712,4047,38554,3135,47796,3011,41797,3350,86104,3411,678014,9710,40620,2616,522906,7769,60356,3782,341205,6436,336809,5735,678014,9710,23989,2427,50486,3827,87824,4427,43011,3551,112663,5403,15045,2569,28.5,1.1,91.5,0.7,458271,6968,125253,5112,9414,1316,52863,4336,14959,1807,3591,1111,648335,10097,18568,5306,678014,9710,29679,3838,548940,12310,69853,5101,608161,9504,678014,9710,268752,5116,160201,4377,108551,4606,678014,9710
Washington,53,03,51366,1208,259922,2722,286394,1605,26472,2287,47663,2504,46606,1560,39141,1381,80653,1675,90757,1657,96862,1764,46945,2747,46564,2441,48115,2362,94412,1525,680915,3489,43197,1090,512362,2129,67782,3653,344813,3354,336102,1885,680915,3489,32735,2888,48477,3214,67208,4606,38536,2970,120579,5096,15404,2021,23.1,1.1,89.5,0.8,457363,2132,134424,5205,6825,1455,20582,1309,9200,1507,2393,901,651792,4308,14737,3274,680915,3489,29123,3267,598055,4777,54468,1629,626447,2864,680915,3489,259922,2722,173718,4691,86204,3981,680915,3489
Washington,53,04,47594,1974,231583,3040,256063,1231,24480,2815,54886,3475,52136,2188,45458,1941,93298,2346,85753,2293,85491,2105,57711,3501,41527,2707,34085,2434,80990,1677,690421,2948,59086,999,487053,2232,43931,2786,342156,2541,348265,2740,690421,2948,35869,3244,36007,3302,55196,4025,32246,3328,111398,5901,56944,3494,20.8,1.3,78,1,421144,2607,93484,4447,14300,2066,13706,1451,6718,1469,583,291,667363,4963,132519,9924,690421,2948,23058,4072,499537,9352,254015,1797,436406,2259,690421,2948,231583,3040,148356,4012,83227,4166,690421,2948
Washington,53,05,45714,1431,266752,3277,296219,1434,29467,3260,43145,2342,52832,1905,59688,1781,85911,1794,77255,1331,93126,1434,40358,2248,47574,2186,40663,2300,95019,1201,676030,1918,40459,825,523148,1862,66167,3011,339749,1905,336281,1592,676030,1918,23236,2033,49339,3101,77991,4219,46437,3203,116791,4821,10529,1667,28.3,1.1,92.3,0.6,439548,1806,115225,4650,12223,1764,14442,1592,11936,1664,2680,846,650175,3642,7811,1946,676030,1918,25855,3064,601083,3374,39114,755,636916,1812,676030,1918,266752,3277,172290,3619,94462,3688,676030,1918
Washington,53,06,51982,1292,270310,4153,313562,3800,43252,3284,38679,2873,41860,2025,48739,2974,84170,3867,77753,3214,98472,3055,37200,2518,52674,2529,50947,2529,108577,2509,674679,7998,35608,2221,522039,7326,85936,4284,335750,5230,338929,4530,674679,7998,26767,2783,47353,3760,78617,4943,49751,3421,127175,5981,10915,2051,27.2,1.1,92,0.7,472593,5984,132015,4993,15829,2333,30385,3923,25155,3119,2693,705,635024,8135,12548,4056,674679,7998,39655,3797,548414,8069,45309,3815,629370,7630,674679,7998,270310,4153,177856,4498,92454,4480,674679,7998
Washington,53,07,61747,1669,309843,4874,335347,5199,25504,3163,29011,2826,32741,2691,57916,4474,132805,6661,103469,4304,89457,4434,30175,2810,42287,3477,42976,3561,83749,3690,683158,10150,38572,3362,569725,8032,42664,3208,341513,6420,341645,7134,683158,10150,18470,2803,41447,4344,163949,6676,107395,5094,61581,4417,12290,2004,54.8,1.4,93.8,0.7,494743,7659,89611,5036,5984,1456,71634,5955,36380,5575,3243,2509,650609,9914,14112,3093,683158,10150,32549,4177,519256,10641,49875,5538,633283,10361,683158,10150,309843,4874,153359,4861,156484,4779,683158,10150
Washington,53,08,67046,2044,249759,4852,277489,5076,27730,2829,54440,3785,51760,3216,37967,3709,79377,5288,99789,5176,108641,4647,44774,3873,49532,3697,39127,3036,71995,3489,681117,13812,43715,3289,505846,9081,57167,3748,343903,7823,337214,7922,681117,13812,21362,2581,45005,3942,91494,4781,44813,4067,116792,6459,16414,3070,30.4,1.4,91.6,0.8,448461,9281,112581,5949,6057,1426,46435,5742,16153,4100,3394,1442,650943,13875,19347,5079,681117,13812,30174,4469,559557,13686,62855,5771,618262,13994,681117,13812,249759,4852,183703,4109,66056,3336,681117,13812
Washington,53,09,62381,2151,261618,4392,279482,4817,17864,2985,43691,3501,38621,2905,47066,3824,113115,5608,99678,4936,104910,4068,40464,3475,41825,3463,37531,3383,79215,3984,693596,10058,47480,3043,534600,8818,43119,2842,344811,5998,348785,6824,693596,10058,28557,2792,35991,3196,108934,4969,67652,4654,107446,5933,30612,3190,37.1,1.3,87.6,0.8,476274,7557,97082,4448,5371,1264,146821,8986,74817,6240,8483,2327,656395,10339,26380,6311,693596,10058,37201,4861,394523,12192,86148,7200,607448,11489,693596,10058,261618,4392,142624,4788,118994,4260,693596,10058
Washington,53,10,54917,1717,257163,4351,279416,3892,22253,3122,47138,3100,43940,2804,54026,2966,101233,4418,89889,3479,91018,3521,44253,3491,42076,3124,39600,3434,82369,2659,685260,10745,49718,3017,497085,7237,81490,4898,346057,6192,339203,6579,685260,10745,25478,3215,45136,3867,75335,4802,42573,3949,122976,5583,12452,1729,26.4,1.3,91.5,0.8,446185,6687,122235,5239,8581,1771,43110,3638,36687,3481,12255,1259,639554,10592,18755,4237,685260,10745,45706,5068,520166,9857,71827,4397,613433,10322,685260,10745,257163,4351,154860,4584,102303,4584,685260,10745
West Virginia,54,01,39170,1308,241111,3898,288326,1495,47215,3938,34773,2098,45067,1750,47945,1785,73404,2254,73875,1548,86583,1639,32075,2000,44773,2233,43972,2272,100018,1400,614309,3751,31824,1636,492197,2991,50276,2664,309268,2929,305041,3119,614309,3751,34693,2476,28650,2831,54360,3241,31644,2377,176415,4836,16921,1787,20.3,0.9,87.8,0.7,422625,2882,79942,3155,623,387,5022,652,14295,1506,46,77,605196,4202,844,519,614309,3751,9113,1440,584366,3467,6372,733,607937,3526,614309,3751,241111,3898,173932,3757,67179,3139,614309,3751
West Virginia,54,02,41260,1104,248976,3830,294139,1533,45163,3252,38979,2146,36931,1575,35790,1869,72817,1712,82332,1831,94862,2048,38916,2463,48714,2303,41813,2387,98410,1096,626469,3981,36905,1366,488878,3504,51825,3258,317539,2946,308930,3269,626469,3981,41079,3290,27705,2536,54491,3587,33708,2915,182468,6158,22755,2391,20.1,1.1,85.5,1,438948,3240,76742,3951,1455,757,3890,777,20125,2051,80,105,606526,4131,2454,1396,626469,3981,19943,2241,578522,4301,10862,511,615607,3835,626469,3981,248976,3830,177364,3545,71612,3284,626469,3981
West Virginia,54,03,34826,1163,245321,3175,299356,1125,54035,3067,35620,1783,37900,1695,38227,1890,71684,1623,77585,1171,87208,1108,34795,1938,47236,2222,46023,2250,102889,927,614586,2319,35419,666,486902,1833,53480,2970,314083,1478,300503,2053,614586,2319,53215,4055,26337,2418,42065,3081,22773,2355,180140,5912,35709,3091,15,1,79.4,1,432625,2049,72386,4151,756,538,2580,857,21758,1368,0,184,605275,2597,1154,1127,614586,2319,9311,1103,579027,2458,4068,591,610518,2375,614586,2319,245321,3175,180096,3708,65225,3636,614586,2319
Wisconsin,55,01,56022,1577,270678,4126,302631,3196,31953,3035,53499,3291,50775,2330,40781,2478,86567,3541,91017,2964,114605,3497,45354,3080,49079,2723,43677,2981,92479,2826,710310,7025,42477,2032,537479,6059,49165,2753,355635,4351,354675,4803,710310,7025,31710,2796,42886,3550,82409,4182,39372,3314,159201,5249,13741,1815,25.5,0.9,90.5,0.7,477424,5688,108105,4235,2158,889,13098,3727,39623,2515,107,174,697986,7225,12169,2822,710310,7025,12324,2092,630831,9257,63869,2517,646441,7220,710310,7025,270678,4126,191512,4633,79166,3877,710310,7025
Wisconsin,55,02,56089,1441,295563,2523,317169,1559,21606,2498,44477,2516,50327,1335,61746,1473,104947,1940,94103,1621,102103,1645,45042,2303,48554,2363,40490,2222,83803,1408,720334,2219,44742,1031,559349,1625,47925,3091,364121,1957,356213,1772,720334,2219,22538,2750,44226,3107,105205,4351,72998,4409,123644,4764,10848,1847,37.6,1.1,93,0.6,474000,1813,94541,4290,2241,877,25446,1145,31360,2815,239,286,702676,3684,9123,2658,720334,2219,17658,3029,634267,3788,42641,1307,677693,2439,720334,2219,295563,2523,186105,3753,109458,3851,720334,2219
Wisconsin,55,03,46448,1107,281542,2848,318540,1618,36998,2569,42746,1857,57445,1677,63575,1399,83445,1637,81212,1094,102710,1471,41619,2014,48733,1926,43813,1776,105476,975,710796,3263,40022,1395,557607,2250,58607,2313,352685,2612,358111,2668,710796,3263,26838,1882,52174,2708,69345,3411,35551,2737,167780,4517,17070,1654,22.5,0.8,90.6,0.6,465389,2381,96631,3560,4430,713,14519,1367,6544,1234,144,140,699548,3494,4330,1179,710796,3263,11248,1587,669581,3411,14376,928,696420,3422,710796,3263,281542,2848,194961,3341,86581,3370,710796,3263
